year,month,음식료품_negative,음식료품_positive,음식료품_negative_rate,음식료품_positive_rate,섬유의복_negative,섬유의복_positive,섬유의복_negative_rate,섬유의복_positive_rate,종이목재_negative,종이목재_positive,종이목재_negative_rate,종이목재_positive_rate,화학_negative,화학_positive,화학_negative_rate,화학_positive_rate,의약품_negative,의약품_positive,의약품_negative_rate,의약품_positive_rate,비금속광물_negative,비금속광물_positive,비금속광물_negative_rate,비금속광물_positive_rate,철강금속_negative,철강금속_positive,철강금속_negative_rate,철강금속_positive_rate,기계_negative,기계_positive,기계_negative_rate,기계_positive_rate,전기전자_negative,전기전자_positive,전기전자_negative_rate,전기전자_positive_rate,의료정밀_negative,의료정밀_positive,의료정밀_negative_rate,의료정밀_positive_rate,운수장비_negative,운수장비_positive,운수장비_negative_rate,운수장비_positive_rate,유통업_negative,유통업_positive,유통업_negative_rate,유통업_positive_rate,전기가스업_negative,전기가스업_positive,전기가스업_negative_rate,전기가스업_positive_rate,건설업_negative,건설업_positive,건설업_negative_rate,건설업_positive_rate,운수창고_negative,운수창고_positive,운수창고_negative_rate,운수창고_positive_rate,통신업_negative,통신업_positive,통신업_negative_rate,통신업_positive_rate,금융업_negative,금융업_positive,금융업_negative_rate,금융업_positive_rate,은행_negative,은행_positive,은행_negative_rate,은행_positive_rate,증권_negative,증권_positive,증권_negative_rate,증권_positive_rate,보험_negative,보험_positive,보험_negative_rate,보험_positive_rate,서비스업_negative,서비스업_positive,서비스업_negative_rate,서비스업_positive_rate
2013,1,193,655,0.2275943396226415,0.7724056603773585,3703,4123,0.4731663685152057,0.5268336314847942,3328,4191,0.4426120494746642,0.5573879505253359,5365,9249,0.36711372656356916,0.6328862734364308,5026,7936,0.3877488041968832,0.6122511958031168,3233,4322,0.42792852415618793,0.572071475843812,4844,6683,0.42023076255747377,0.5797692374425263,4071,7802,0.3428788006401078,0.6571211993598922,6568,9936,0.3979641299079011,0.6020358700920989,4362,4910,0.47044866264020707,0.5295513373597929,4209,5666,0.42622784810126585,0.5737721518987342,6003,6258,0.48960117445559087,0.5103988255444091,4113,3539,0.5375065342394145,0.4624934657605855,6200,7295,0.4594294183030752,0.5405705816969247,3756,5334,0.4132013201320132,0.5867986798679868,4415,5318,0.45361142504880303,0.546388574951197,5890,7534,0.4387663885578069,0.5612336114421931,2841,5986,0.32185340432763115,0.6781465956723689,2106,6313,0.25014847369046206,0.749851526309538,65676,72279,0.4760682831358052,0.5239317168641948,34297,51281,0.40076888920049547,0.5992311107995045
2013,2,800,2430,0.2476780185758514,0.7523219814241486,5798,5942,0.4938671209540034,0.5061328790459966,5334,6360,0.4561313494099538,0.5438686505900462,11434,13744,0.4541266184764477,0.5458733815235524,9271,12103,0.43375128660989987,0.5662487133901001,6003,6797,0.468984375,0.531015625,8307,9832,0.45796350405204256,0.5420364959479574,8487,13311,0.3893476465730801,0.6106523534269199,11272,15322,0.4238550048883207,0.5761449951116794,5921,6998,0.4583172072141807,0.5416827927858193,6241,7401,0.4574842398475297,0.5425157601524703,11060,11217,0.4964761862010145,0.5035238137989855,5375,5468,0.49571151895231946,0.5042884810476805,10391,11600,0.4725114819698968,0.5274885180301032,5805,7114,0.44933818406997444,0.5506618159300255,6246,7300,0.46109552635464346,0.5389044736453565,11198,11954,0.4836731167933656,0.5163268832066344,7572,10451,0.4201298341008711,0.5798701658991289,5055,10838,0.31806455672308565,0.6819354432769144,91598,99406,0.47956063747356076,0.5204393625264392,48769,64700,0.4298002097489182,0.5701997902510818
2013,3,841,2310,0.2668993970168201,0.7331006029831799,7020,7211,0.4932892980113836,0.5067107019886165,6834,8846,0.4358418367346939,0.5641581632653061,16277,19286,0.457694795152265,0.542305204847735,13268,16093,0.4518919655325091,0.5481080344674909,7333,8709,0.45711257947886796,0.542887420521132,9538,11292,0.4578972635621699,0.54210273643783,12390,17604,0.41308261652330464,0.5869173834766953,13330,19627,0.4044664259489638,0.5955335740510362,7439,10015,0.42620602727168555,0.5737939727283144,7939,8724,0.4764448178599292,0.5235551821400708,16447,16262,0.5028279678375982,0.4971720321624018,6243,6313,0.49721248805352025,0.5027875119464797,16525,17851,0.4807132883407028,0.5192867116592972,7608,8944,0.4596423392943451,0.5403576607056549,8392,8572,0.4946946474887998,0.5053053525112002,15843,15939,0.4984897111572588,0.5015102888427412,12326,14032,0.46763790879429395,0.5323620912057061,8328,15048,0.35626283367556466,0.6437371663244353,114288,118552,0.49084349768081087,0.5091565023191892,59010,69074,0.4607132819087474,0.5392867180912526
2013,4,1334,3131,0.29876819708846586,0.7012318029115342,9138,9109,0.5007946511755357,0.49920534882446427,8568,10803,0.4423106705900573,0.5576893294099426,17402,19478,0.4718546637744035,0.5281453362255966,15758,17699,0.470992617389485,0.5290073826105149,8959,10022,0.4719983141035773,0.5280016858964227,11794,13390,0.46831321473951715,0.5316867852604829,15284,18991,0.44592268417213715,0.5540773158278629,14463,21622,0.40080365802965223,0.5991963419703478,9225,12888,0.4171754171754172,0.5828245828245828,9709,10235,0.48681307661452067,0.5131869233854793,18957,17982,0.5131974336067571,0.48680256639324293,7867,8017,0.4952782674389323,0.5047217325610678,18237,18020,0.5029925255812671,0.49700747441873294,9187,10859,0.45829591938541353,0.5417040806145864,9505,9865,0.4907072792978833,0.5092927207021167,17784,16984,0.5115048320294524,0.48849516797054765,13547,15502,0.4663499604117181,0.5336500395882818,10628,16314,0.39447702471976837,0.6055229752802316,123006,121362,0.5033637792182283,0.4966362207817718,68186,76987,0.46968788962134833,0.5303121103786517
2013,5,1790,3157,0.36183545583181725,0.6381645441681827,8908,9088,0.49499888864192043,0.5050011113580796,8312,11144,0.4272203947368421,0.5727796052631579,19582,21316,0.4788009193603599,0.52119908063964,18407,19587,0.4844712322998368,0.5155287677001632,9355,10630,0.4681010758068551,0.5318989241931449,11290,12432,0.4759295169041396,0.5240704830958604,17468,21775,0.4451239711540912,0.5548760288459088,16428,23521,0.41122431099652057,0.5887756890034794,9193,12759,0.41877733236151604,0.581222667638484,9650,10748,0.4730855966271203,0.5269144033728796,21255,19246,0.5248018567442779,0.47519814325572207,8065,8090,0.4992262457443516,0.5007737542556484,21216,19979,0.5150139580046122,0.4849860419953878,9331,10656,0.46685345474558465,0.5331465452544154,10998,11229,0.4948036172222972,0.5051963827777028,20538,19560,0.5121951219512195,0.4878048780487805,15116,18235,0.453239782915055,0.5467602170849449,12240,18135,0.40296296296296297,0.597037037037037,133287,128158,0.509808946432328,0.49019105356767195,75197,82131,0.4779632360418997,0.5220367639581003
2013,6,2249,3799,0.3718584656084656,0.6281415343915344,8448,8705,0.49250859907887834,0.5074914009211217,7960,10837,0.42347183061126775,0.5765281693887322,20326,21972,0.480542815263133,0.519457184736867,19957,20926,0.4881491084313773,0.5118508915686226,8913,10435,0.4606677692784784,0.5393322307215216,10098,11402,0.46967441860465114,0.5303255813953488,18461,21680,0.4599038389676391,0.5400961610323609,16143,22160,0.42145523849306843,0.5785447615069316,8989,12346,0.42132645887040077,0.5786735411295992,9108,10167,0.47252918287937745,0.5274708171206226,20143,18221,0.5250495255969138,0.47495047440308624,7410,7990,0.4811688311688312,0.5188311688311689,21749,20952,0.5093323341373738,0.49066766586262617,8213,9168,0.4725274725274725,0.5274725274725275,10014,10211,0.49512978986402967,0.5048702101359703,19734,19549,0.5023547081434717,0.4976452918565283,15951,18447,0.463718820861678,0.536281179138322,14634,18711,0.4388663967611336,0.5611336032388664,132029,128880,0.5060346710922199,0.4939653289077801,69329,74815,0.4809704184704185,0.5190295815295816
2013,7,3168,5079,0.3841396871589669,0.6158603128410332,10444,10534,0.4978548956049194,0.5021451043950805,9876,13286,0.4263880493912443,0.5736119506087557,21509,23694,0.47583125013826516,0.5241687498617349,22491,22691,0.4977867292284538,0.5022132707715462,10249,11648,0.46805498470110063,0.5319450152988994,12648,14678,0.46285588816511747,0.5371441118348825,20178,23850,0.45829926410466065,0.5417007358953393,18001,24080,0.4277702526080654,0.5722297473919346,10770,14555,0.4252714708785785,0.5747285291214215,9776,11232,0.46534653465346537,0.5346534653465347,21870,20114,0.5209127286585366,0.4790872713414634,8931,10040,0.4707711770597227,0.5292288229402773,24452,22419,0.5216871839730324,0.4783128160269676,9890,11354,0.46554321220109207,0.5344567877989079,12475,12573,0.4980437559885021,0.501956244011498,21755,21726,0.5003334789908236,0.4996665210091764,17558,19406,0.47500270533492045,0.5249972946650795,18314,19981,0.4782347564956261,0.5217652435043739,140935,133380,0.5137706651112772,0.48622933488872283,77847,87259,0.4714970988334767,0.5285029011665233
2013,8,3305,5347,0.38199260286638925,0.6180073971336107,9729,9853,0.4968338269839649,0.5031661730160352,8928,12032,0.4259541984732824,0.5740458015267176,22086,24312,0.4760118970645286,0.5239881029354714,23953,23542,0.5043267712390778,0.4956732287609222,9838,11068,0.47058260786377115,0.5294173921362288,11730,13800,0.4594594594594595,0.5405405405405406,20868,24995,0.45500730436299414,0.5449926956370059,17426,23242,0.4284941477328612,0.5715058522671388,10581,13969,0.4309979633401222,0.5690020366598778,9949,11605,0.4615848566391389,0.538415143360861,20212,18746,0.518815134247138,0.48118486575286207,7777,8807,0.4689459720212253,0.5310540279787748,25080,22382,0.5284227381905524,0.47157726180944753,9331,11289,0.4525218234723569,0.5474781765276431,11828,12119,0.49392408234851964,0.5060759176514803,20425,20250,0.5021511985248924,0.49784880147510757,18626,20666,0.47404051715361906,0.5259594828463809,19314,20916,0.48008948545861296,0.519910514541387,142699,133928,0.5158534777877792,0.48414652221222076,73542,82906,0.47007312333810597,0.5299268766618941
2013,9,3415,5043,0.40375975407897846,0.5962402459210215,9849,10040,0.495198350847202,0.504801649152798,8755,11786,0.426220729273161,0.573779270726839,22126,23700,0.48282634312399075,0.5171736568760092,23617,23608,0.5000952885124405,0.49990471148755955,9416,10471,0.4734751345099814,0.5265248654900186,10701,12332,0.46459427777536577,0.5354057222246342,20821,24518,0.4592293610357529,0.5407706389642472,16702,22826,0.42253592390204414,0.5774640760979559,9682,12677,0.43302473276980186,0.5669752672301981,8907,10138,0.46768180624835914,0.5323181937516408,20125,18700,0.5183515775917579,0.4816484224082421,6642,7452,0.47126436781609193,0.5287356321839081,22876,20273,0.5301629238221048,0.4698370761778952,8493,10176,0.45492527719749315,0.5450747228025068,11104,11487,0.4915231729449781,0.508476827055022,20202,19521,0.50857186013141,0.49142813986858996,19226,20537,0.48351482534014034,0.5164851746598597,19173,20871,0.47879832184596943,0.5212016781540305,139292,130676,0.5159574468085106,0.48404255319148937,70690,79582,0.4704136499148211,0.5295863500851788
2013,10,5519,7795,0.41452606279104703,0.585473937208953,11050,11098,0.4989163807115767,0.5010836192884234,9993,13200,0.4308627603156125,0.5691372396843876,23954,24599,0.49335777397895086,0.5066422260210491,25274,25047,0.5022555195643966,0.49774448043560343,10457,11626,0.47353167594982565,0.5264683240501743,11925,13946,0.4609408217695489,0.5390591782304511,21700,25755,0.45727531345485195,0.542724686545148,18873,25139,0.4288148686721803,0.5711851313278197,11372,15233,0.42743845141890624,0.5725615485810938,11370,12749,0.4714125792943323,0.5285874207056678,22512,21293,0.5139139367652095,0.48608606323479053,8577,9430,0.47631476647970233,0.5236852335202976,24940,22436,0.5264268828098615,0.47357311719013845,10396,12298,0.4580946505684322,0.5419053494315678,12326,12971,0.4872514527414318,0.5127485472585682,23393,22370,0.5111771518475624,0.48882284815243754,20604,22008,0.48352576738946773,0.5164742326105323,20324,21761,0.48292740881549245,0.5170725911845075,143366,134498,0.5159574468085106,0.48404255319148937,78702,87120,0.4746173607844556,0.5253826392155444
2013,11,6305,8650,0.4215981277164828,0.5784018722835172,10928,11299,0.49165429432671975,0.5083457056732802,9935,12900,0.43507773155244145,0.5649222684475586,23400,24497,0.48854834332004093,0.5114516566799591,24900,24600,0.503030303030303,0.49696969696969695,11350,12858,0.4688532716457369,0.531146728354263,12142,14475,0.4561746252395086,0.5438253747604914,21258,25292,0.4566702470461869,0.5433297529538131,18429,24080,0.43353172269401774,0.5664682773059823,11096,15021,0.42485737259256423,0.5751426274074358,11151,12644,0.46862786299642784,0.5313721370035722,21998,20979,0.5118551783512111,0.48814482164878886,8736,9568,0.4772727272727273,0.5227272727272727,24055,21834,0.5241996992743359,0.4758003007256641,10488,12540,0.45544554455445546,0.5445544554455446,12760,13558,0.4848392735010259,0.515160726498974,22962,21945,0.5113234016968401,0.48867659830315985,20584,21367,0.4906676837262521,0.509332316273748,20076,21300,0.48520881670533644,0.5147911832946636,139874,131222,0.5159574468085106,0.48404255319148937,88009,92880,0.4865359419312396,0.5134640580687604
2013,12,4128,5790,0.4162129461584997,0.5837870538415003,11202,11610,0.49105733824303,0.50894266175697,10301,13067,0.4408165011982198,0.5591834988017802,24561,25567,0.4899656878391318,0.5100343121608681,25730,25720,0.5000971817298347,0.4999028182701652,11722,12994,0.4742676808545072,0.5257323191454928,11881,14101,0.4572781156185051,0.5427218843814949,22324,26433,0.4578624607748631,0.5421375392251369,18721,24520,0.4329455840521727,0.5670544159478272,12126,15984,0.43137673425827106,0.568623265741729,11933,12992,0.47875626880641925,0.5212437311935807,22570,21808,0.5085853350759385,0.4914146649240615,8591,9415,0.4771187381983783,0.5228812618016216,26478,25028,0.51407602997709,0.48592397002290993,10886,12479,0.4659105499679007,0.5340894500320993,13960,14965,0.4826274848746759,0.5173725151253241,24130,23350,0.5082139848357203,0.4917860151642797,22425,22989,0.49379046109129343,0.5062095389087066,21460,22145,0.49214539617016395,0.507854603829836,147252,136227,0.5194458848803615,0.48055411511963847,93892,98817,0.48722166582775067,0.5127783341722494
2014,1,4085,5923,0.40817346123101517,0.5918265387689848,11567,12280,0.48505053046504804,0.514949469534952,10155,12566,0.4469433563663571,0.5530566436336429,24938,25730,0.4921844161995737,0.5078155838004264,25730,25814,0.4991851621915257,0.5008148378084744,11772,12862,0.4778761061946903,0.5221238938053098,12629,14714,0.4618732399517244,0.5381267600482756,22630,26943,0.4564984971657959,0.5435015028342041,19933,25230,0.4413568629187609,0.558643137081239,12352,15935,0.43666702018595116,0.5633329798140488,11656,11890,0.4950310031427843,0.5049689968572156,23000,22288,0.5078608019784491,0.492139198021551,8790,9627,0.4772764293858935,0.5227235706141066,26162,24559,0.515802133238698,0.484197866761302,10608,11668,0.47620757766205785,0.5237924223379422,13569,14454,0.48420939942190344,0.5157906005780966,24621,23772,0.5087719298245614,0.49122807017543857,22630,23250,0.49324324324324326,0.5067567567567568,21807,22320,0.494187232306751,0.505812767693249,147411,137496,0.5174004148722214,0.48259958512777856,89523,93639,0.4887640449438202,0.5112359550561798
