음식료품_negative,음식료품_positive,음식료품_negative_rate,음식료품_positive_rate,종이목재_negative,종이목재_positive,종이목재_negative_rate,종이목재_positive_rate,섬유의복_negative,섬유의복_positive,섬유의복_negative_rate,섬유의복_positive_rate,종이목재_negative,종이목재_positive,종이목재_negative_rate,종이목재_positive_rate,화학_negative,화학_positive,화학_negative_rate,화학_positive_rate,의약품_negative,의약품_positive,의약품_negative_rate,의약품_positive_rate,비금속광물_negative,비금속광물_positive,비금속광물_negative_rate,비금속광물_positive_rate,철강금속_negative,철강금속_positive,철강금속_negative_rate,철강금속_positive_rate,기계_negative,기계_positive,기계_negative_rate,기계_positive_rate,전기전자_negative,전기전자_positive,전기전자_negative_rate,전기전자_positive_rate,의료정밀_negative,의료정밀_positive,의료정밀_negative_rate,의료정밀_positive_rate,운수장비_negative,운수장비_positive,운수장비_negative_rate,운수장비_positive_rate,유통업_negative,유통업_positive,유통업_negative_rate,유통업_positive_rate,전기가스업_negative,전기가스업_positive,전기가스업_negative_rate,전기가스업_positive_rate,건설업_negative,건설업_positive,건설업_negative_rate,건설업_positive_rate,운수창고_negative,운수창고_positive,운수창고_negative_rate,운수창고_positive_rate,통신업_negative,통신업_positive,통신업_negative_rate,통신업_positive_rate,금융업_negative,금융업_positive,금융업_negative_rate,금융업_positive_rate,은행_negative,은행_positive,은행_negative_rate,은행_positive_rate,증권_negative,증권_positive,증권_negative_rate,증권_positive_rate,보험_negative,보험_positive,보험_negative_rate,보험_positive_rate,서비스업_negative,서비스업_positive,서비스업_negative_rate,서비스업_positive_rate
4,12,0.25,0.75,5,18,0.21739130434782608,0.782608695652174,5,17,0.22727272727272727,0.7727272727272727,5,18,0.21739130434782608,0.782608695652174,6,5,0.5454545454545454,0.45454545454545453,0,0,,,9,15,0.375,0.625,2,10,0.16666666666666666,0.8333333333333334,1,3,0.25,0.75,4,5,0.4444444444444444,0.5555555555555556,2,13,0.13333333333333333,0.8666666666666667,3,9,0.25,0.75,1,5,0.16666666666666666,0.8333333333333334,4,18,0.18181818181818182,0.8181818181818182,1,6,0.14285714285714285,0.8571428571428571,2,13,0.13333333333333333,0.8666666666666667,1,13,0.07142857142857142,0.9285714285714286,0,3,0.0,1.0,0,1,0.0,1.0,1,3,0.25,0.75,0,15,0.0,1.0,0,1,0.0,1.0
6,14,0.3,0.7,4,10,0.2857142857142857,0.7142857142857143,5,14,0.2631578947368421,0.7368421052631579,4,10,0.2857142857142857,0.7142857142857143,1,5,0.16666666666666666,0.8333333333333334,1,5,0.16666666666666666,0.8333333333333334,4,10,0.2857142857142857,0.7142857142857143,6,9,0.4,0.6,2,8,0.2,0.8,2,7,0.2222222222222222,0.7777777777777778,1,11,0.08333333333333333,0.9166666666666666,7,19,0.2692307692307692,0.7307692307692307,2,1,0.6666666666666666,0.3333333333333333,3,11,0.21428571428571427,0.7857142857142857,1,9,0.1,0.9,7,13,0.35,0.65,1,9,0.1,0.9,1,3,0.25,0.75,3,2,0.6,0.4,4,3,0.5714285714285714,0.42857142857142855,1,12,0.07692307692307693,0.9230769230769231,0,5,0.0,1.0
2,14,0.125,0.875,2,14,0.125,0.875,3,18,0.14285714285714285,0.8571428571428571,2,14,0.125,0.875,0,9,0.0,1.0,1,0,1.0,0.0,1,22,0.043478260869565216,0.9565217391304348,2,11,0.15384615384615385,0.8461538461538461,0,5,0.0,1.0,3,2,0.6,0.4,2,13,0.13333333333333333,0.8666666666666667,1,13,0.07142857142857142,0.9285714285714286,0,0,,,3,23,0.11538461538461539,0.8846153846153846,0,4,0.0,1.0,2,11,0.15384615384615385,0.8461538461538461,2,11,0.15384615384615385,0.8461538461538461,2,4,0.3333333333333333,0.6666666666666666,0,2,0.0,1.0,0,6,0.0,1.0,2,2,0.5,0.5,0,4,0.0,1.0
4,6,0.4,0.6,4,8,0.3333333333333333,0.6666666666666666,4,5,0.4444444444444444,0.5555555555555556,4,8,0.3333333333333333,0.6666666666666666,6,6,0.5,0.5,1,1,0.5,0.5,4,12,0.25,0.75,8,7,0.5333333333333333,0.4666666666666667,3,3,0.5,0.5,4,9,0.3076923076923077,0.6923076923076923,4,9,0.3076923076923077,0.6923076923076923,0,8,0.0,1.0,1,0,1.0,0.0,4,5,0.4444444444444444,0.5555555555555556,2,8,0.2,0.8,4,6,0.4,0.6,5,5,0.5,0.5,0,3,0.0,1.0,0,5,0.0,1.0,1,4,0.2,0.8,0,11,0.0,1.0,0,6,0.0,1.0
0,12,0.0,1.0,3,20,0.13043478260869565,0.8695652173913043,2,25,0.07407407407407407,0.9259259259259259,3,20,0.13043478260869565,0.8695652173913043,0,0,,,0,1,0.0,1.0,3,22,0.12,0.88,5,20,0.2,0.8,0,6,0.0,1.0,1,6,0.14285714285714285,0.8571428571428571,4,18,0.18181818181818182,0.8181818181818182,5,15,0.25,0.75,4,7,0.36363636363636365,0.6363636363636364,2,26,0.07142857142857142,0.9285714285714286,1,4,0.2,0.8,2,24,0.07692307692307693,0.9230769230769231,2,19,0.09523809523809523,0.9047619047619048,3,11,0.21428571428571427,0.7857142857142857,1,7,0.125,0.875,4,2,0.6666666666666666,0.3333333333333333,0,11,0.0,1.0,1,9,0.1,0.9
0,16,0.0,1.0,0,11,0.0,1.0,1,16,0.058823529411764705,0.9411764705882353,0,11,0.0,1.0,4,2,0.6666666666666666,0.3333333333333333,0,0,,,0,17,0.0,1.0,2,23,0.08,0.92,1,1,0.5,0.5,0,6,0.0,1.0,0,11,0.0,1.0,0,13,0.0,1.0,0,4,0.0,1.0,0,13,0.0,1.0,0,3,0.0,1.0,1,8,0.1111111111111111,0.8888888888888888,0,5,0.0,1.0,1,3,0.25,0.75,0,4,0.0,1.0,1,3,0.25,0.75,1,17,0.05555555555555555,0.9444444444444444,0,4,0.0,1.0
1,5,0.16666666666666666,0.8333333333333334,0,1,0.0,1.0,0,7,0.0,1.0,0,1,0.0,1.0,6,5,0.5454545454545454,0.45454545454545453,2,0,1.0,0.0,2,5,0.2857142857142857,0.7142857142857143,2,3,0.4,0.6,3,7,0.3,0.7,6,4,0.6,0.4,0,3,0.0,1.0,0,5,0.0,1.0,0,4,0.0,1.0,0,4,0.0,1.0,2,0,1.0,0.0,2,3,0.4,0.6,0,3,0.0,1.0,0,2,0.0,1.0,0,5,0.0,1.0,1,4,0.2,0.8,0,13,0.0,1.0,0,3,0.0,1.0
3,4,0.42857142857142855,0.5714285714285714,3,4,0.42857142857142855,0.5714285714285714,4,8,0.3333333333333333,0.6666666666666666,3,4,0.42857142857142855,0.5714285714285714,5,7,0.4166666666666667,0.5833333333333334,0,3,0.0,1.0,0,2,0.0,1.0,0,2,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,2,7,0.2222222222222222,0.7777777777777778,3,7,0.3,0.7,3,5,0.375,0.625,1,1,0.5,0.5,0,6,0.0,1.0,1,3,0.25,0.75,1,5,0.16666666666666666,0.8333333333333334,3,1,0.75,0.25,0,1,0.0,1.0,1,1,0.5,0.5,1,5,0.16666666666666666,0.8333333333333334,0,6,0.0,1.0,2,8,0.2,0.8
1,4,0.2,0.8,1,6,0.14285714285714285,0.8571428571428571,4,3,0.5714285714285714,0.42857142857142855,1,6,0.14285714285714285,0.8571428571428571,2,4,0.3333333333333333,0.6666666666666666,1,0,1.0,0.0,1,4,0.2,0.8,4,3,0.5714285714285714,0.42857142857142855,3,3,0.5,0.5,0,1,0.0,1.0,2,3,0.4,0.6,3,3,0.5,0.5,0,1,0.0,1.0,3,3,0.5,0.5,0,2,0.0,1.0,1,4,0.2,0.8,4,4,0.5,0.5,2,2,0.5,0.5,2,3,0.4,0.6,1,1,0.5,0.5,1,9,0.1,0.9,0,1,0.0,1.0
1,1,0.5,0.5,0,3,0.0,1.0,1,1,0.5,0.5,0,3,0.0,1.0,0,9,0.0,1.0,0,0,,,1,1,0.5,0.5,1,1,0.5,0.5,0,4,0.0,1.0,6,1,0.8571428571428571,0.14285714285714285,1,1,0.5,0.5,3,2,0.6,0.4,1,4,0.2,0.8,0,1,0.0,1.0,0,2,0.0,1.0,1,0,1.0,0.0,1,1,0.5,0.5,1,2,0.3333333333333333,0.6666666666666666,0,4,0.0,1.0,2,2,0.5,0.5,0,14,0.0,1.0,0,1,0.0,1.0
0,13,0.0,1.0,2,13,0.13333333333333333,0.8666666666666667,2,6,0.25,0.75,2,13,0.13333333333333333,0.8666666666666667,8,1,0.8888888888888888,0.1111111111111111,9,3,0.75,0.25,2,10,0.16666666666666666,0.8333333333333334,2,8,0.2,0.8,3,5,0.375,0.625,2,4,0.3333333333333333,0.6666666666666666,1,10,0.09090909090909091,0.9090909090909091,1,8,0.1111111111111111,0.8888888888888888,0,5,0.0,1.0,0,14,0.0,1.0,1,4,0.2,0.8,2,11,0.15384615384615385,0.8461538461538461,0,15,0.0,1.0,2,9,0.18181818181818182,0.8181818181818182,1,3,0.25,0.75,4,4,0.5,0.5,2,10,0.16666666666666666,0.8333333333333334,2,3,0.4,0.6
0,2,0.0,1.0,0,1,0.0,1.0,0,2,0.0,1.0,0,1,0.0,1.0,1,6,0.14285714285714285,0.8571428571428571,0,1,0.0,1.0,2,2,0.5,0.5,3,4,0.42857142857142855,0.5714285714285714,1,1,0.5,0.5,2,0,1.0,0.0,1,0,1.0,0.0,1,4,0.2,0.8,0,1,0.0,1.0,1,3,0.25,0.75,0,7,0.0,1.0,0,4,0.0,1.0,2,1,0.6666666666666666,0.3333333333333333,1,12,0.07692307692307693,0.9230769230769231,0,2,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,11,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666
0,1,0.0,1.0,0,0,,,0,1,0.0,1.0,0,0,,,3,8,0.2727272727272727,0.7272727272727273,0,0,,,1,1,0.5,0.5,1,1,0.5,0.5,1,5,0.16666666666666666,0.8333333333333334,4,0,1.0,0.0,0,0,,,0,0,,,0,2,0.0,1.0,0,1,0.0,1.0,2,2,0.5,0.5,0,2,0.0,1.0,0,3,0.0,1.0,0,4,0.0,1.0,0,0,,,0,5,0.0,1.0,0,7,0.0,1.0,0,1,0.0,1.0
0,10,0.0,1.0,1,17,0.05555555555555555,0.9444444444444444,2,15,0.11764705882352941,0.8823529411764706,1,17,0.05555555555555555,0.9444444444444444,3,2,0.6,0.4,0,2,0.0,1.0,3,9,0.25,0.75,2,11,0.15384615384615385,0.8461538461538461,3,1,0.75,0.25,3,9,0.25,0.75,3,11,0.21428571428571427,0.7857142857142857,6,8,0.42857142857142855,0.5714285714285714,3,1,0.75,0.25,1,21,0.045454545454545456,0.9545454545454546,1,1,0.5,0.5,1,7,0.125,0.875,0,16,0.0,1.0,1,12,0.07692307692307693,0.9230769230769231,0,2,0.0,1.0,0,7,0.0,1.0,1,8,0.1111111111111111,0.8888888888888888,1,1,0.5,0.5
1,8,0.1111111111111111,0.8888888888888888,0,17,0.0,1.0,0,9,0.0,1.0,0,17,0.0,1.0,0,1,0.0,1.0,1,1,0.5,0.5,0,12,0.0,1.0,2,12,0.14285714285714285,0.8571428571428571,0,5,0.0,1.0,1,6,0.14285714285714285,0.8571428571428571,0,11,0.0,1.0,3,13,0.1875,0.8125,0,7,0.0,1.0,2,11,0.15384615384615385,0.8461538461538461,1,6,0.14285714285714285,0.8571428571428571,0,22,0.0,1.0,1,13,0.07142857142857142,0.9285714285714286,1,6,0.14285714285714285,0.8571428571428571,2,6,0.25,0.75,3,7,0.3,0.7,4,6,0.4,0.6,0,6,0.0,1.0
0,5,0.0,1.0,0,4,0.0,1.0,0,2,0.0,1.0,0,4,0.0,1.0,0,5,0.0,1.0,4,4,0.5,0.5,0,5,0.0,1.0,0,4,0.0,1.0,0,1,0.0,1.0,5,1,0.8333333333333334,0.16666666666666666,0,0,,,0,4,0.0,1.0,1,1,0.5,0.5,0,2,0.0,1.0,0,1,0.0,1.0,0,2,0.0,1.0,0,3,0.0,1.0,0,10,0.0,1.0,0,3,0.0,1.0,1,7,0.125,0.875,0,11,0.0,1.0,0,2,0.0,1.0
2,6,0.25,0.75,3,4,0.42857142857142855,0.5714285714285714,4,8,0.3333333333333333,0.6666666666666666,3,4,0.42857142857142855,0.5714285714285714,4,5,0.4444444444444444,0.5555555555555556,2,3,0.4,0.6,5,8,0.38461538461538464,0.6153846153846154,4,11,0.26666666666666666,0.7333333333333333,1,2,0.3333333333333333,0.6666666666666666,2,5,0.2857142857142857,0.7142857142857143,1,3,0.25,0.75,2,5,0.2857142857142857,0.7142857142857143,1,1,0.5,0.5,4,4,0.5,0.5,2,3,0.4,0.6,2,4,0.3333333333333333,0.6666666666666666,2,6,0.25,0.75,0,8,0.0,1.0,1,3,0.25,0.75,0,1,0.0,1.0,0,12,0.0,1.0,5,3,0.625,0.375
1,6,0.14285714285714285,0.8571428571428571,1,6,0.14285714285714285,0.8571428571428571,0,8,0.0,1.0,1,6,0.14285714285714285,0.8571428571428571,4,1,0.8,0.2,0,0,,,1,6,0.14285714285714285,0.8571428571428571,6,13,0.3157894736842105,0.6842105263157895,1,5,0.16666666666666666,0.8333333333333334,0,6,0.0,1.0,6,5,0.5454545454545454,0.45454545454545453,0,6,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,3,11,0.21428571428571427,0.7857142857142857,0,8,0.0,1.0,3,9,0.25,0.75,1,8,0.1111111111111111,0.8888888888888888,1,7,0.125,0.875,0,3,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,28,0.0,1.0,0,3,0.0,1.0
0,4,0.0,1.0,0,2,0.0,1.0,0,1,0.0,1.0,0,2,0.0,1.0,4,8,0.3333333333333333,0.6666666666666666,0,1,0.0,1.0,1,3,0.25,0.75,3,2,0.6,0.4,3,6,0.3333333333333333,0.6666666666666666,2,0,1.0,0.0,0,3,0.0,1.0,0,1,0.0,1.0,0,8,0.0,1.0,0,2,0.0,1.0,0,1,0.0,1.0,0,0,,,1,2,0.3333333333333333,0.6666666666666666,1,6,0.14285714285714285,0.8571428571428571,0,4,0.0,1.0,3,6,0.3333333333333333,0.6666666666666666,0,18,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666
0,0,,,0,1,0.0,1.0,0,0,,,0,1,0.0,1.0,4,4,0.5,0.5,1,1,0.5,0.5,0,0,,,0,2,0.0,1.0,0,7,0.0,1.0,11,4,0.7333333333333333,0.26666666666666666,0,1,0.0,1.0,1,1,0.5,0.5,0,1,0.0,1.0,0,0,,,1,2,0.3333333333333333,0.6666666666666666,0,1,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,7,0.0,1.0,0,1,0.0,1.0,0,1,0.0,1.0,2,13,0.13333333333333333,0.8666666666666667,1,3,0.25,0.75
0,9,0.0,1.0,0,14,0.0,1.0,0,13,0.0,1.0,0,14,0.0,1.0,4,1,0.8,0.2,2,1,0.6666666666666666,0.3333333333333333,0,7,0.0,1.0,0,12,0.0,1.0,2,2,0.5,0.5,4,2,0.6666666666666666,0.3333333333333333,0,4,0.0,1.0,0,7,0.0,1.0,1,3,0.25,0.75,1,16,0.058823529411764705,0.9411764705882353,3,4,0.42857142857142855,0.5714285714285714,0,14,0.0,1.0,0,8,0.0,1.0,0,16,0.0,1.0,2,6,0.25,0.75,3,7,0.3,0.7,0,19,0.0,1.0,0,1,0.0,1.0
3,0,1.0,0.0,8,0,1.0,0.0,6,0,1.0,0.0,8,0,1.0,0.0,7,1,0.875,0.125,0,0,,,6,0,1.0,0.0,3,0,1.0,0.0,0,1,0.0,1.0,4,4,0.5,0.5,3,0,1.0,0.0,6,1,0.8571428571428571,0.14285714285714285,0,4,0.0,1.0,3,2,0.6,0.4,0,0,,,3,0,1.0,0.0,2,2,0.5,0.5,0,6,0.0,1.0,0,1,0.0,1.0,4,2,0.6666666666666666,0.3333333333333333,0,16,0.0,1.0,2,4,0.3333333333333333,0.6666666666666666
0,1,0.0,1.0,0,2,0.0,1.0,1,3,0.25,0.75,0,2,0.0,1.0,5,9,0.35714285714285715,0.6428571428571429,2,1,0.6666666666666666,0.3333333333333333,2,3,0.4,0.6,2,2,0.5,0.5,2,6,0.25,0.75,4,0,1.0,0.0,0,2,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,1,0.0,1.0,0,3,0.0,1.0,1,0,1.0,0.0,2,5,0.2857142857142857,0.7142857142857143,2,3,0.4,0.6,3,8,0.2727272727272727,0.7272727272727273,2,3,0.4,0.6,3,5,0.375,0.625,5,17,0.22727272727272727,0.7727272727272727,0,1,0.0,1.0
0,4,0.0,1.0,0,5,0.0,1.0,0,6,0.0,1.0,0,5,0.0,1.0,3,3,0.5,0.5,2,1,0.6666666666666666,0.3333333333333333,0,4,0.0,1.0,0,6,0.0,1.0,1,1,0.5,0.5,1,4,0.2,0.8,0,2,0.0,1.0,0,2,0.0,1.0,1,1,0.5,0.5,0,5,0.0,1.0,1,0,1.0,0.0,0,5,0.0,1.0,0,6,0.0,1.0,0,1,0.0,1.0,2,1,0.6666666666666666,0.3333333333333333,0,2,0.0,1.0,0,4,0.0,1.0,0,0,,
1,0,1.0,0.0,0,1,0.0,1.0,0,0,,,0,1,0.0,1.0,5,3,0.625,0.375,0,1,0.0,1.0,0,0,,,0,3,0.0,1.0,2,2,0.5,0.5,3,5,0.375,0.625,0,0,,,1,2,0.3333333333333333,0.6666666666666666,0,1,0.0,1.0,0,0,,,0,4,0.0,1.0,0,0,,,0,2,0.0,1.0,5,1,0.8333333333333334,0.16666666666666666,0,0,,,2,1,0.6666666666666666,0.3333333333333333,2,20,0.09090909090909091,0.9090909090909091,1,1,0.5,0.5
0,1,0.0,1.0,0,0,,,1,2,0.3333333333333333,0.6666666666666666,0,0,,,9,8,0.5294117647058824,0.47058823529411764,0,2,0.0,1.0,0,2,0.0,1.0,2,1,0.6666666666666666,0.3333333333333333,1,3,0.25,0.75,2,3,0.4,0.6,0,2,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,1,2,0.3333333333333333,0.6666666666666666,0,3,0.0,1.0,2,2,0.5,0.5,1,4,0.2,0.8,0,3,0.0,1.0,5,9,0.35714285714285715,0.6428571428571429,1,2,0.3333333333333333,0.6666666666666666,4,10,0.2857142857142857,0.7142857142857143,0,11,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666
0,2,0.0,1.0,2,0,1.0,0.0,0,1,0.0,1.0,2,0,1.0,0.0,0,2,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,4,0.0,1.0,0,4,0.0,1.0,0,3,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,3,0.0,1.0,0,3,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,2,0.0,1.0,2,4,0.3333333333333333,0.6666666666666666,0,1,0.0,1.0,1,5,0.16666666666666666,0.8333333333333334,2,8,0.2,0.8,0,3,0.0,1.0,1,4,0.2,0.8,0,10,0.0,1.0,2,1,0.6666666666666666,0.3333333333333333
0,0,,,0,1,0.0,1.0,0,0,,,0,1,0.0,1.0,4,0,1.0,0.0,1,2,0.3333333333333333,0.6666666666666666,0,1,0.0,1.0,0,0,,,1,5,0.16666666666666666,0.8333333333333334,1,1,0.5,0.5,0,0,,,0,0,,,0,0,,,1,0,1.0,0.0,0,0,,,1,0,1.0,0.0,2,0,1.0,0.0,1,3,0.25,0.75,0,5,0.0,1.0,0,7,0.0,1.0,1,15,0.0625,0.9375,1,0,1.0,0.0
8,0,1.0,0.0,0,1,0.0,1.0,1,3,0.25,0.75,0,1,0.0,1.0,3,3,0.5,0.5,3,0,1.0,0.0,0,1,0.0,1.0,2,3,0.4,0.6,5,1,0.8333333333333334,0.16666666666666666,3,1,0.75,0.25,0,1,0.0,1.0,1,0,1.0,0.0,0,1,0.0,1.0,1,3,0.25,0.75,0,0,,,1,2,0.3333333333333333,0.6666666666666666,1,1,0.5,0.5,0,4,0.0,1.0,0,4,0.0,1.0,0,7,0.0,1.0,2,9,0.18181818181818182,0.8181818181818182,0,0,,
0,0,,,0,0,,,0,4,0.0,1.0,0,0,,,3,1,0.75,0.25,1,0,1.0,0.0,3,1,0.75,0.25,2,3,0.4,0.6,0,7,0.0,1.0,2,5,0.2857142857142857,0.7142857142857143,0,0,,,0,2,0.0,1.0,0,2,0.0,1.0,1,1,0.5,0.5,1,7,0.125,0.875,0,0,,,0,1,0.0,1.0,0,7,0.0,1.0,0,13,0.0,1.0,0,4,0.0,1.0,2,11,0.15384615384615385,0.8461538461538461,0,1,0.0,1.0
0,0,,,0,0,,,0,0,,,0,0,,,6,9,0.4,0.6,1,0,1.0,0.0,0,0,,,1,1,0.5,0.5,4,2,0.6666666666666666,0.3333333333333333,3,0,1.0,0.0,1,0,1.0,0.0,0,0,,,0,2,0.0,1.0,0,0,,,1,3,0.25,0.75,0,5,0.0,1.0,0,0,,,0,3,0.0,1.0,1,3,0.25,0.75,2,4,0.3333333333333333,0.6666666666666666,1,14,0.06666666666666667,0.9333333333333333,0,0,,
0,5,0.0,1.0,0,4,0.0,1.0,0,9,0.0,1.0,0,4,0.0,1.0,4,5,0.4444444444444444,0.5555555555555556,2,3,0.4,0.6,1,6,0.14285714285714285,0.8571428571428571,0,6,0.0,1.0,4,4,0.5,0.5,4,8,0.3333333333333333,0.6666666666666666,0,6,0.0,1.0,0,13,0.0,1.0,0,2,0.0,1.0,0,5,0.0,1.0,0,4,0.0,1.0,0,6,0.0,1.0,0,4,0.0,1.0,0,5,0.0,1.0,0,5,0.0,1.0,6,0,1.0,0.0,1,14,0.06666666666666667,0.9333333333333333,1,3,0.25,0.75
1,4,0.2,0.8,0,3,0.0,1.0,0,2,0.0,1.0,0,3,0.0,1.0,4,7,0.36363636363636365,0.6363636363636364,2,1,0.6666666666666666,0.3333333333333333,0,2,0.0,1.0,0,3,0.0,1.0,2,7,0.2222222222222222,0.7777777777777778,4,2,0.6666666666666666,0.3333333333333333,0,6,0.0,1.0,0,4,0.0,1.0,1,8,0.1111111111111111,0.8888888888888888,0,3,0.0,1.0,0,0,,,0,7,0.0,1.0,1,6,0.14285714285714285,0.8571428571428571,2,6,0.25,0.75,0,2,0.0,1.0,2,3,0.4,0.6,1,4,0.2,0.8,1,0,1.0,0.0
2,1,0.6666666666666666,0.3333333333333333,1,1,0.5,0.5,2,0,1.0,0.0,1,1,0.5,0.5,1,8,0.1111111111111111,0.8888888888888888,0,2,0.0,1.0,1,3,0.25,0.75,1,0,1.0,0.0,0,3,0.0,1.0,3,2,0.6,0.4,2,1,0.6666666666666666,0.3333333333333333,2,0,1.0,0.0,3,1,0.75,0.25,1,1,0.5,0.5,1,1,0.5,0.5,1,2,0.3333333333333333,0.6666666666666666,1,0,1.0,0.0,3,11,0.21428571428571427,0.7857142857142857,0,1,0.0,1.0,4,8,0.3333333333333333,0.6666666666666666,2,8,0.2,0.8,0,2,0.0,1.0
0,3,0.0,1.0,0,8,0.0,1.0,0,8,0.0,1.0,0,8,0.0,1.0,2,4,0.3333333333333333,0.6666666666666666,3,2,0.6,0.4,0,3,0.0,1.0,1,5,0.16666666666666666,0.8333333333333334,1,12,0.07692307692307693,0.9230769230769231,1,5,0.16666666666666666,0.8333333333333334,0,1,0.0,1.0,0,3,0.0,1.0,0,5,0.0,1.0,0,7,0.0,1.0,0,0,,,0,5,0.0,1.0,1,4,0.2,0.8,0,3,0.0,1.0,0,1,0.0,1.0,2,3,0.4,0.6,1,10,0.09090909090909091,0.9090909090909091,0,0,,
0,2,0.0,1.0,0,1,0.0,1.0,1,4,0.2,0.8,0,1,0.0,1.0,2,1,0.6666666666666666,0.3333333333333333,0,1,0.0,1.0,1,5,0.16666666666666666,0.8333333333333334,0,2,0.0,1.0,0,2,0.0,1.0,1,4,0.2,0.8,0,3,0.0,1.0,0,4,0.0,1.0,0,3,0.0,1.0,0,2,0.0,1.0,0,5,0.0,1.0,0,2,0.0,1.0,0,5,0.0,1.0,0,3,0.0,1.0,0,1,0.0,1.0,0,8,0.0,1.0,0,7,0.0,1.0,0,2,0.0,1.0
0,3,0.0,1.0,1,3,0.25,0.75,0,1,0.0,1.0,1,3,0.25,0.75,0,3,0.0,1.0,3,1,0.75,0.25,0,3,0.0,1.0,0,5,0.0,1.0,0,6,0.0,1.0,1,6,0.14285714285714285,0.8571428571428571,0,2,0.0,1.0,0,2,0.0,1.0,0,0,,,0,0,,,0,2,0.0,1.0,0,1,0.0,1.0,0,0,,,0,8,0.0,1.0,0,0,,,0,4,0.0,1.0,1,11,0.08333333333333333,0.9166666666666666,0,0,,
0,3,0.0,1.0,0,4,0.0,1.0,1,0,1.0,0.0,0,4,0.0,1.0,1,8,0.1111111111111111,0.8888888888888888,2,1,0.6666666666666666,0.3333333333333333,0,4,0.0,1.0,0,3,0.0,1.0,3,12,0.2,0.8,5,8,0.38461538461538464,0.6153846153846154,0,2,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,2,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,2,0.0,1.0,0,4,0.0,1.0,0,2,0.0,1.0,0,6,0.0,1.0,0,1,0.0,1.0,2,4,0.3333333333333333,0.6666666666666666,0,16,0.0,1.0,1,3,0.25,0.75
2,3,0.4,0.6,2,3,0.4,0.6,2,3,0.4,0.6,2,3,0.4,0.6,5,2,0.7142857142857143,0.2857142857142857,2,2,0.5,0.5,6,4,0.6,0.4,7,1,0.875,0.125,3,6,0.3333333333333333,0.6666666666666666,3,5,0.375,0.625,2,1,0.6666666666666666,0.3333333333333333,1,3,0.25,0.75,1,4,0.2,0.8,2,3,0.4,0.6,0,1,0.0,1.0,1,3,0.25,0.75,3,3,0.5,0.5,0,7,0.0,1.0,0,1,0.0,1.0,3,3,0.5,0.5,3,11,0.21428571428571427,0.7857142857142857,1,3,0.25,0.75
1,1,0.5,0.5,1,0,1.0,0.0,0,2,0.0,1.0,1,0,1.0,0.0,8,13,0.38095238095238093,0.6190476190476191,1,0,1.0,0.0,1,0,1.0,0.0,0,1,0.0,1.0,0,1,0.0,1.0,3,5,0.375,0.625,0,1,0.0,1.0,1,2,0.3333333333333333,0.6666666666666666,0,1,0.0,1.0,0,2,0.0,1.0,1,3,0.25,0.75,1,1,0.5,0.5,1,2,0.3333333333333333,0.6666666666666666,0,1,0.0,1.0,0,1,0.0,1.0,1,7,0.125,0.875,2,8,0.2,0.8,0,4,0.0,1.0
0,7,0.0,1.0,0,3,0.0,1.0,1,4,0.2,0.8,0,3,0.0,1.0,0,5,0.0,1.0,4,2,0.6666666666666666,0.3333333333333333,0,5,0.0,1.0,0,2,0.0,1.0,0,5,0.0,1.0,1,3,0.25,0.75,2,1,0.6666666666666666,0.3333333333333333,0,2,0.0,1.0,0,0,,,0,2,0.0,1.0,0,5,0.0,1.0,0,8,0.0,1.0,0,4,0.0,1.0,1,6,0.14285714285714285,0.8571428571428571,1,2,0.3333333333333333,0.6666666666666666,1,6,0.14285714285714285,0.8571428571428571,0,29,0.0,1.0,0,2,0.0,1.0
1,4,0.2,0.8,0,12,0.0,1.0,0,6,0.0,1.0,0,12,0.0,1.0,5,5,0.5,0.5,2,0,1.0,0.0,0,8,0.0,1.0,1,12,0.07692307692307693,0.9230769230769231,1,4,0.2,0.8,2,5,0.2857142857142857,0.7142857142857143,1,8,0.1111111111111111,0.8888888888888888,1,4,0.2,0.8,1,5,0.16666666666666666,0.8333333333333334,0,5,0.0,1.0,0,3,0.0,1.0,1,9,0.1,0.9,2,4,0.3333333333333333,0.6666666666666666,0,5,0.0,1.0,0,1,0.0,1.0,3,4,0.42857142857142855,0.5714285714285714,0,12,0.0,1.0,0,1,0.0,1.0
